month,category,unitePrice,value
2025-05,Cocteles,90.52,8
2025-05,Cocteles sin Alcohol,59.48,12
2025-05,Tes Calientes o Frios,33.62,10
2025-05,Martinis,47.41,6
2025-05,Tazones,197.41,9
2025-05,Teppanyaki,231.90,1
2025-05,Sopas,223.28,6
2025-05,Rollos Empanizados,181.90,36
2025-05,Sashimi,361.21,1
2025-05,Cocteles sin Alcohol,59.48,12
2025-05,Digestivo,99.14,4
2025-05,Entradas,181.90,29
2025-05,Temakis,73.28,2
2025-05,Entradas,181.90,46
2025-05,Rollos Naturales,236.21,118
2025-05,Cervezas,137.07,37
2025-05,Kids,128.45,6
2025-05,Cocteles,90.52,3
2025-05,Entradas,181.90,44
2025-05,Vegano,138.79,2
2025-05,Rollos Horneados,193.10,26
2025-05,Tes Calientes o Frios,107.76,12
2025-05,Arroz,128.45,19
2025-05,PokeBowl,203.45,43
2025-05,Rollos Naturales,236.21,163
2025-05,Pastas,231.90,9
2025-05,Pastas,231.90,9
2025-05,Margaritas,73.28,1
2025-05,Limonadas,38.79,66
2025-05,Martinis,47.41,8
2025-05,Teppanyaki,289.66,7
2025-05,Temakis,73.28,1
2025-05,Rollos Empanizados,181.90,30
2025-05,Rollos Naturales,236.21,136
2025-05,Teppanyaki,332.76,10
2025-05,PokeBowl,203.45,54
2025-05,Pastas,257.76,7
2025-05,Refrescos,42.24,35
2025-05,Temakis,56.03,2
2025-05,Tes Calientes o Frios,38.79,7
2025-05,Pastas,257.76,11
2025-05,Nigiri,56.03,12
2025-05,Extras,43.10,199
2025-05,Tempuras,64.66,2
2025-05,Jarras Limonada,107.76,1
2025-05,Extras,34.48,133
2025-05,Mojitos,64.66,4
2025-05,Rollos Capeados,171.55,10
2025-05,Mojitos,64.66,2
2025-05,Cocteles sin Alcohol,59.48,13
2025-05,Rollos Empanizados,181.90,81
2025-05,Sashimi,361.21,2
2025-05,Rollos Capeados,171.55,2
2025-05,Tazones,197.41,12
2025-05,Extras,43.10,201
2025-05,Jarras Limonada,107.76,2
2025-05,Cocteles,90.52,9
2025-05,Vegano,138.79,12
2025-05,Cocteles sin Alcohol,59.48,14
2025-05,Tempuras,116.38,11
2025-05,Tempuras,116.38,8
2025-05,Temakis,107.76,2
2025-05,Margaritas,73.28,3
2025-05,Cocteles sin Alcohol,59.48,15
2025-05,Sopas,223.28,3
2025-05,Cocteles sin Alcohol,43.10,2
2025-05,Rollos Naturales,225.00,69
2025-05,Teppanyaki,231.90,5
2025-05,Teppanyaki,289.66,10
2025-05,Martinis,47.41,5
2025-05,Vegano,138.79,2
2025-05,Entradas,181.90,52
2025-05,Temakis,73.28,1
2025-05,Cocteles,90.52,15
2025-05,Rollos Naturales,236.21,147
2025-05,Tes Calientes o Frios,33.62,10
2025-05,Cocteles,73.28,8
2025-05,Cocteles sin Alcohol,59.48,8
2025-05,Tempuras,116.38,2
2025-05,Rollos Empanizados,181.90,34
2025-05,Rollos Empanizados,181.90,44
2025-05,Temakis,107.76,4
2025-05,Mojitos,64.66,2
2025-05,Teppanyaki,289.66,12
2025-05,Rollos Naturales,246.55,85
2025-05,Tes Calientes o Frios,107.76,19
2025-05,Tazones,197.41,12
2025-05,Tazones,180.17,6
2025-05,Pastas,279.31,13
2025-05,Limonadas,38.79,43
2025-05,Tes Calientes o Frios,107.76,3
2025-05,Tazones,134.48,6
2025-05,Pastas,231.90,12
2025-05,Sopas,223.28,6
2025-05,Vinos,73.28,1
2025-05,Sashimi,361.21,1
2025-05,Nigiri,38.79,13
2025-05,Postres,112.93,5
2025-05,Temakis,73.28,2
2025-05,Rollos Capeados,171.55,1
2025-05,Jarras Limonada,107.76,2
2025-05,Mojitos,64.66,1
2025-05,Teppanyaki,289.66,6
2025-05,Extras,34.48,137
2025-05,Sashimi,326.72,1
2025-05,Cocteles,90.52,21
2025-05,Sopas,223.28,7
2025-05,Limonadas,38.79,80
2025-05,Rollos Empanizados,181.90,67
2025-05,Tazones,107.76,5
2025-05,Refrescos,42.24,27
2025-05,Sopas,223.28,16
2025-05,Vegano,138.79,10
2025-05,Limonadas,38.79,123
2025-05,Vinos,90.52,2
2025-05,Tempuras,116.38,10
2025-05,Cocteles sin Alcohol,59.48,11
2025-05,Extras,34.48,105
2025-05,Postres,90.52,4
2025-05,Refrescos,42.24,26
2025-05,Refrescos,42.24,51
2025-05,Limonadas,38.79,76
2025-05,Rollos Horneados,203.45,55
2025-05,Sashimi,326.72,3
2025-05,Pastas,279.31,21
2025-05,Ginebra,42.24,2
2025-05,Arroz,128.45,36
2025-05,Cervezas,38.79,23
2025-05,Cervezas,137.07,38
2025-05,Rollos Capeados,171.55,5
2025-05,Kids,128.45,2
2025-05,Nigiri,30.17,6
2025-05,Nigiri,107.76,3
2025-05,Extras,43.10,104
2025-05,PokeBowl,203.45,40
2025-05,Teppanyaki,231.90,2
2025-05,Cervezas,38.79,32
2025-05,Jarras Limonada,107.76,5
2025-05,Nigiri,30.17,10
2025-05,Rollos Capeados,137.07,1
2025-05,Tempuras,64.66,2
2025-05,Extras,43.10,189
2025-05,Postres,90.52,5
2025-05,Vegano,111.21,4
2025-05,Margaritas,73.28,1
2025-05,Margaritas,73.28,2
2025-05,Postres,90.52,3
2025-05,Margaritas,73.28,1
2025-05,Rollos Naturales,197.41,57
2025-05,Arroz,128.45,33
2025-05,Martinis,47.41,1
2025-05,Rollos Horneados,197.41,46
2025-05,Ensaladas,223.28,2
2025-05,Kids,90.52,2
2025-05,Digestivo,99.14,4
2025-05,PokeBowl,203.45,48
2025-05,Rollos Empanizados,181.90,85
2025-05,Cocteles,90.52,6
2025-05,Refrescos,42.24,51
2025-05,Entradas,180.17,59
2025-05,Rollos Horneados,193.10,32
2025-05,Jarras Limonada,107.76,2
2025-05,Arroz,128.45,49
2025-05,PokeBowl,203.45,41
2025-05,Tes Calientes o Frios,107.76,10
2025-05,Mojitos,64.66,11
2025-05,Cervezas,38.79,20
2025-05,Kids,128.45,10
2025-05,Rollos Capeados,171.55,8
2025-05,Arroz,128.45,26
2025-05,Kids,128.45,15
2025-05,Pastas,279.31,12
2025-05,PokeBowl,203.45,96
2025-06,Tazones,197.41,10
2025-06,Refrescos,42.24,50
2025-06,Pastas,279.31,6
2025-06,Ensaladas,128.45,1
2025-06,Sashimi,361.21,1
2025-06,Cocteles,90.52,11
2025-06,Tazones,180.17,5
2025-06,Tes Calientes o Frios,107.76,5
2025-06,Mojitos,64.66,2
2025-06,Cocteles,90.52,9
2025-06,Limonadas,38.79,87
2025-06,Cocteles sin Alcohol,43.10,1
2025-06,Vinos,387.93,1
2025-06,Rollos Horneados,193.10,24
2025-06,Nigiri,30.17,2
2025-06,Sashimi,361.21,2
2025-06,Jarras Limonada,107.76,3
2025-06,Tequila,116.38,1
2025-06,Tes Calientes o Frios,33.62,11
2025-06,Tazones,197.41,15
2025-06,PokeBowl,203.45,48
2025-06,Teppanyaki,266.38,7
2025-06,Pastas,223.28,9
2025-06,Rollos Naturales,236.21,141
2025-06,Tempuras,116.38,6
2025-06,Cocteles,90.52,21
2025-06,Extras,43.10,154
2025-06,Teppanyaki,145.69,1
2025-06,Jarras Limonada,107.76,6
2025-06,Mojitos,64.66,2
2025-06,Vinos,90.52,1
2025-06,Temakis,107.76,5
2025-06,Arroz,128.45,38
2025-06,Sashimi,361.21,1
2025-06,Limonadas,38.79,163
2025-06,Nigiri,30.17,9
2025-06,Cervezas,38.79,24
2025-06,Temakis,73.28,3
2025-06,Otros,431.03,2
2025-06,Rollos Horneados,197.41,54
2025-06,Vegano,138.79,3
2025-06,Rollos Empanizados,181.90,101
2025-06,Martinis,47.41,4
2025-06,Kids,128.45,14
2025-06,Temakis,107.76,5
2025-06,Rollos Naturales,236.21,80
2025-06,Cocteles,90.52,25
2025-06,Margaritas,73.28,4
2025-06,Sopas,223.28,6
2025-06,Arroz,128.45,26
2025-06,Tempuras,116.38,17
2025-06,Vinos,90.52,1
2025-06,Cocteles sin Alcohol,59.48,10
2025-06,Sashimi,361.21,3
2025-06,Rollos Horneados,197.41,33
2025-06,Teppanyaki,289.66,5
2025-06,Digestivo,99.14,2
2025-06,Nigiri,56.03,8
2025-06,Rollos Naturales,236.21,135
2025-06,Extras,43.10,122
2025-06,Whisky,116.38,1
2025-06,Ensaladas,223.28,1
2025-06,Entradas,181.90,43
2025-06,Rollos Empanizados,181.90,48
2025-06,Vegano,111.21,3
2025-06,Postres,112.93,5
2025-06,Martinis,47.41,1
2025-06,Rollos Capeados,171.55,7
2025-06,Jarras Limonada,107.76,4
2025-06,Cocteles sin Alcohol,59.48,2
2025-06,Ensaladas,90.52,1
2025-06,Rollos Capeados,137.07,4
2025-06,Martinis,47.41,1
2025-06,Vegano,138.79,4
2025-06,Rollos Capeados,171.55,5
2025-06,Postres,90.52,2
2025-06,Rollos Empanizados,181.90,105
2025-06,Vegano,138.79,2
2025-06,Margaritas,73.28,10
2025-06,Refrescos,42.24,32
2025-06,Rollos Horneados,193.10,24
2025-06,Cocteles sin Alcohol,59.48,3
2025-06,Sopas,47.41,2
2025-06,Rollos Empanizados,181.90,36
2025-06,Cervezas,38.79,70
2025-06,Martinis,47.41,8
2025-06,Refrescos,42.24,21
2025-06,Cocteles,90.52,10
2025-06,Limonadas,38.79,119
2025-06,Jarras Limonada,107.76,3
2025-06,Refrescos,42.24,52
2025-06,PokeBowl,203.45,90
2025-06,Nigiri,30.17,16
2025-06,Teppanyaki,332.76,8
2025-06,Cervezas,137.07,42
2025-06,Entradas,181.90,30
2025-06,Margaritas,73.28,2
2025-06,Sashimi,326.72,1
2025-06,PokeBowl,203.45,108
2025-06,Tazones,107.76,4
2025-06,Limonadas,38.79,172
2025-06,Cervezas,137.07,40
2025-06,Entradas,181.90,94
2025-06,Tempuras,116.38,8
2025-06,Pastas,231.90,4
2025-06,Limonadas,38.79,95
2025-06,Kids,128.45,18
2025-06,Arroz,128.45,27
2025-06,PokeBowl,203.45,47
2025-06,Entradas,181.90,55
2025-06,Rollos Capeados,171.55,8
2025-06,Jarras Limonada,107.76,4
2025-06,Sopas,223.28,10
2025-06,Martinis,47.41,2
2025-06,Rollos Horneados,193.10,20
2025-06,Limonadas,38.79,92
2025-06,Refrescos,42.24,54
2025-06,Sashimi,326.72,1
2025-06,Arroz,128.45,46
2025-06,Arroz,106.90,28
2025-06,Refrescos,42.24,38
2025-06,Martinis,47.41,3
2025-06,Vegano,111.21,1
2025-06,Postres,90.52,4
2025-06,Rollos Capeados,171.55,5
2025-06,Digestivo,99.14,1
2025-06,Whisky,116.38,1
2025-06,Entradas,181.90,39
2025-06,Arroz,128.45,46
2025-06,PokeBowl,203.45,89
2025-06,Limonadas,38.79,86
2025-06,Rollos Empanizados,181.90,33
2025-06,Cocteles sin Alcohol,59.48,8
2025-06,Vegano,138.79,2
2025-06,Postres,112.93,6
2025-06,Otros,172.41,1
2025-06,Ginebra,42.24,1
2025-06,Vinos,90.52,5
2025-06,Cervezas,38.79,39
2025-06,Rollos Empanizados,181.90,56
2025-06,Martinis,47.41,4
2025-06,Entradas,181.90,62
2025-06,Jarras Limonada,107.76,4
2025-06,Sopas,223.28,11
2025-06,Refrescos,42.24,50
2025-06,Tazones,180.17,3
2025-06,Kids,128.45,15
2025-06,Tempuras,116.38,10
2025-06,Rollos Capeados,171.55,9
2025-06,Mojitos,64.66,2
2025-06,Tazones,180.17,8
2025-06,Tempuras,116.38,13
2025-06,Tempuras,116.38,10
2025-06,Tempuras,116.38,6
2025-06,Mojitos,64.66,1
2025-06,Rollos Empanizados,181.90,39
2025-06,Postres,90.52,3
2025-06,Teppanyaki,231.90,3
2025-06,Vegano,111.21,1
2025-06,Mojitos,64.66,2
2025-06,Limonadas,38.79,136
2025-06,Cocteles,90.52,11
2025-06,Rollos Naturales,236.21,120
2025-06,Temakis,73.28,2
2025-06,Tes Calientes o Frios,107.76,15
2025-06,Kids,90.52,3
2025-06,Cocteles,90.52,9
2025-06,Rollos Naturales,236.21,185
2025-06,Pastas,223.28,6
2025-06,Tes Calientes o Frios,33.62,7
2025-06,Pastas,257.76,11
2025-06,Nigiri,107.76,17
2025-06,Nigiri,30.17,4
2025-06,Extras,43.10,115
2025-06,Tes Calientes o Frios,107.76,12
2025-06,PokeBowl,203.45,47
2025-06,Extras,34.48,118
2025-06,Rollos Capeados,171.55,2
2025-06,Margaritas,73.28,2
2025-06,Jarras Limonada,107.76,2
2025-06,Tequila,116.38,2
2025-06,Mojitos,64.66,2
2025-06,Temakis,56.03,4
2025-06,Cervezas,137.07,39
2025-06,Rollos Naturales,236.21,62
2025-06,Arroz,128.45,46
2025-06,Rollos Horneados,193.10,58
2025-06,Jarras Limonada,107.76,8
2025-06,Teppanyaki,231.90,4
2025-06,Rollos Horneados,203.45,58
2025-06,Extras,43.10,205
2025-06,Ensaladas,128.45,1
2025-06,Vegano,138.79,2
2025-06,Rollos Empanizados,181.90,101
2025-06,Sashimi,361.21,1
2025-06,Entradas,181.90,71
2025-06,Sopas,90.52,1
2025-06,Margaritas,73.28,10
2025-06,Cervezas,137.07,19
2025-06,Ensaladas,90.52,1
2025-06,Cocteles sin Alcohol,59.48,5
2025-06,Postres,112.93,12
2025-06,Cocteles,90.52,9
2025-06,Kids,90.52,2
2025-06,Sopas,223.28,17
2025-06,Limonadas,38.79,163
2025-06,Kids,128.45,19
2025-06,Temakis,107.76,1
2025-06,Kids,81.90,4
2025-06,Cocteles,90.52,8
2025-06,Tes Calientes o Frios,107.76,6
2025-06,PokeBowl,203.45,80
2025-06,Cocteles sin Alcohol,59.48,10
2025-06,Extras,43.10,155
2025-06,Ensaladas,223.28,3
2025-06,Cocteles sin Alcohol,59.48,2
2025-06,Rollos Horneados,197.41,39
2025-06,Rollos Capeados,137.07,5
2025-06,Pastas,279.31,8
2025-06,Digestivo,99.14,3
2025-06,Nigiri,30.17,6
2025-06,Teppanyaki,266.38,4
2025-06,Rollos Naturales,236.21,66
2025-06,Martinis,47.41,3
2025-06,Entradas,180.17,39
2025-06,Sopas,223.28,9
2025-06,Cocteles sin Alcohol,59.48,1
2025-06,Rollos Capeados,137.07,2
2025-06,Vegano,111.21,1
2025-06,Cervezas,137.07,70
2025-06,Temakis,73.28,1
2025-06,Margaritas,73.28,6
2025-06,Arroz,128.45,44
2025-06,Postres,112.93,3
2025-06,Sopas,223.28,2
2025-06,Teppanyaki,231.90,4
2025-06,Rollos Capeados,137.07,3
2025-06,Rollos Horneados,197.41,30
2025-06,Postres,90.52,8
2025-06,Extras,43.10,252
2025-06,PokeBowl,203.45,39
2025-06,Tempuras,116.38,9
2025-06,Kids,128.45,7
2025-06,Nigiri,38.79,6
2025-06,Vegano,138.79,4
2025-06,Temakis,73.28,1
2025-06,Tazones,225.00,6
2025-06,Tazones,107.76,6
2025-06,Refrescos,37.93,23
2025-06,Temakis,73.28,4
2025-06,Tequila,73.28,1
2025-06,Teppanyaki,332.76,4
2025-06,Rollos Naturales,236.21,68
2025-06,Arroz,128.45,65
2025-06,Limonadas,38.79,162
2025-06,Nigiri,107.76,23
2025-06,Extras,34.48,148
2025-06,Rollos Horneados,197.41,65
2025-06,Entradas,180.17,30
2025-06,Cocteles,90.52,13
2025-06,Nigiri,30.17,6
2025-06,Cervezas,38.79,14
2025-06,Tempuras,116.38,8
2025-06,Mojitos,64.66,3
2025-06,Refrescos,42.24,48
2025-06,Jarras Limonada,107.76,1
2025-06,Rollos Naturales,236.21,145
2025-06,Vinos,73.28,1
2025-06,Cocteles sin Alcohol,59.48,8
2025-06,Tes Calientes o Frios,107.76,15
2025-06,Kids,160.34,4
2025-06,Martinis,47.41,4
2025-06,Vegano,138.79,6
2025-06,Rollos Empanizados,181.90,65
2025-06,Postres,90.52,12
2025-06,Mojitos,64.66,1
2025-06,Tempuras,116.38,6
2025-06,Rollos Capeados,137.07,2
2025-06,Pastas,257.76,10
2025-06,Entradas,181.90,46
2025-06,Cocteles,73.28,12
2025-06,Rollos Empanizados,181.90,40
2025-06,Sopas,223.28,7
2025-06,Pastas,231.90,13
2025-06,Cocteles sin Alcohol,59.48,4
2025-06,Teppanyaki,231.90,4
2025-06,Cocteles sin Alcohol,59.48,10
2025-06,Kids,90.52,1
2025-06,Vinos,90.52,2
2025-06,Postres,112.93,6
2025-06,Extras,34.48,109
2025-06,Kids,90.52,3
2025-06,Tes Calientes o Frios,107.76,16
2025-06,PokeBowl,203.45,68
2025-06,Arroz,128.45,20
2025-06,Extras,43.10,106
2025-06,Rollos Horneados,193.10,19
2025-06,Tes Calientes o Frios,107.76,13
2025-06,Digestivo,99.14,1
2025-06,Rollos Empanizados,171.55,39
2025-06,Margaritas,73.28,2
2025-06,Temakis,73.28,2
2025-06,Pastas,231.90,5
2025-06,Margaritas,73.28,5
2025-06,Rollos Horneados,197.41,63
2025-06,Arroz,128.45,62
2025-06,Tazones,225.00,5
2025-06,Cocteles,90.52,6
2025-06,Sashimi,326.72,1
2025-06,Sopas,90.52,3
2025-06,Limonadas,38.79,144
2025-06,Rollos Naturales,236.21,77
2025-06,Tempuras,64.66,8
2025-06,Rollos Empanizados,181.90,47
2025-06,Ensaladas,223.28,1
2025-06,Nigiri,30.17,18
2025-06,Rollos Empanizados,181.90,87
2025-06,Tazones,180.17,8
2025-06,Cocteles,73.28,7
2025-06,Martinis,47.41,3
2025-06,Cocteles,90.52,16
2025-06,Mojitos,64.66,2
2025-06,Rollos Naturales,236.21,90
2025-06,Refrescos,42.24,35
2025-06,Cervezas,137.07,23
2025-06,Mojitos,64.66,2
2025-06,Jarras Limonada,107.76,2
2025-06,Tazones,197.41,7
2025-06,Cervezas,38.79,28
2025-06,Vinos,90.52,1
2025-06,Teppanyaki,332.76,10
2025-06,Postres,90.52,5
2025-06,Tes Calientes o Frios,33.62,5
2025-06,Entradas,181.90,56
2025-06,Refrescos,42.24,24
2025-06,Pastas,279.31,11
2025-06,Entradas,181.90,63
2025-06,Martinis,47.41,3
2025-06,Temakis,56.03,1
2025-06,Rollos Naturales,236.21,161
2025-06,Entradas,181.90,42
2025-06,Mojitos,64.66,1
2025-06,Rollos Naturales,236.21,141
2025-06,Rollos Horneados,197.41,28
2025-06,Jarras Limonada,107.76,3
2025-06,Nigiri,30.17,17
2025-06,Cervezas,38.79,66
2025-06,Digestivo,99.14,2
2025-06,Pastas,223.28,9
2025-06,Rollos Capeados,137.07,4
2025-06,PokeBowl,203.45,39
2025-06,Tes Calientes o Frios,107.76,4
2025-06,Limonadas,38.79,172
2025-06,Cervezas,137.07,65
2025-06,Postres,90.52,5
2025-06,Refrescos,33.62,26
2025-06,Refrescos,33.62,30
2025-06,Cocteles sin Alcohol,59.48,4
2025-06,Kids,90.52,6
2025-06,PokeBowl,203.45,103
2025-06,Kids,90.52,4
2025-06,Margaritas,73.28,2
2025-06,Rollos Horneados,193.10,46
2025-06,Tes Calientes o Frios,38.79,5
2025-06,Teppanyaki,289.66,5
2025-06,Arroz,128.45,42
2025-06,Sopas,223.28,5
2025-06,PokeBowl,203.45,83
2025-06,Pastas,279.31,25
2025-06,Vegano,138.79,4
2025-06,PokeBowl,203.45,89
2025-06,Extras,43.10,149
2025-06,Sopas,90.52,2
2025-06,Rollos Capeados,137.07,2
2025-06,Pastas,279.31,18
2025-06,Entradas,180.17,36
2025-06,Cocteles sin Alcohol,59.48,7
2025-06,Vegano,111.21,1
2025-06,Teppanyaki,289.66,8
2025-06,Cocteles sin Alcohol,43.10,7
2025-06,Postres,90.52,7
2025-06,Tes Calientes o Frios,107.76,14
2025-06,Kids,102.59,6
2025-06,Postres,90.52,4
2025-06,Rollos Empanizados,181.90,77
2025-06,Ensaladas,90.52,2
2025-06,Cocteles,90.52,12
2025-06,Extras,43.10,144
2025-06,Tazones,197.41,7
2025-06,Temakis,73.28,1
2025-06,Rollos Horneados,193.10,57
2025-06,Rollos Empanizados,181.90,76
2025-06,Martinis,47.41,3
2025-06,Cocteles,90.52,9
2025-06,Cocteles,90.52,7
2025-06,Extras,43.10,99
2025-06,Rollos Horneados,197.41,57
2025-06,PokeBowl,203.45,107
2025-06,Tazones,197.41,7
2025-06,Rollos Empanizados,181.90,55
2025-06,Ensaladas,90.52,1
2025-06,Martinis,47.41,3
2025-06,Refrescos,42.24,50
2025-06,Tempuras,116.38,4
2025-06,Martinis,47.41,2
2025-06,Tazones,180.17,8
2025-06,Tempuras,116.38,7
2025-06,Limonadas,38.79,67
2025-06,Rollos Naturales,236.21,74
2025-06,Limonadas,38.79,80
2025-06,Jarras Limonada,107.76,4
2025-06,Ensaladas,128.45,1
2025-06,Refrescos,42.24,30
2025-06,Entradas,180.17,35
2025-06,Postres,90.52,7
2025-06,Digestivo,99.14,1
2025-06,Vegano,111.21,3
2025-06,Mojitos,64.66,1
2025-06,Entradas,181.90,24
2025-06,Pastas,231.90,7
2025-06,Tempuras,116.38,8
2025-06,Cervezas,38.79,21
2025-06,Mojitos,64.66,2
2025-06,Rollos Naturales,236.21,61
2025-06,Jarras Limonada,107.76,3
2025-06,Jarras Limonada,107.76,5
2025-06,Ginebra,42.24,2
2025-06,Limonadas,38.79,81
2025-06,Vinos,73.28,2
2025-06,Tes Calientes o Frios,33.62,17
2025-06,Cervezas,38.79,7
2025-06,Vinos,73.28,4
2025-06,Kids,128.45,10
2025-06,Sopas,223.28,4
2025-06,Rollos Capeados,137.07,6
2025-06,Vinos,90.52,1
2025-06,Extras,34.48,108
2025-06,Arroz,128.45,32
2025-06,Margaritas,73.28,8
2025-06,Teppanyaki,266.38,14
2025-06,Sopas,206.03,9
2025-06,Arroz,128.45,33
2025-06,Arroz,128.45,19
2025-06,Nigiri,56.03,24
2025-06,Whisky,116.38,1
2025-06,Margaritas,73.28,3
2025-06,Nigiri,30.17,20
2025-06,Teppanyaki,289.66,9
2025-06,Entradas,180.17,28
2025-06,Margaritas,73.28,10
2025-06,Margaritas,73.28,4
2025-06,Postres,90.52,6
2025-06,Rollos Horneados,193.10,29
2025-06,Vegano,111.21,2
2025-06,Kids,102.59,4
2025-06,Ginebra,42.24,2
2025-06,Cervezas,38.79,57
2025-06,PokeBowl,203.45,45
2025-06,Rollos Empanizados,171.55,45
2025-06,Martinis,47.41,5
2025-06,Ginebra,42.24,1
2025-06,Entradas,181.90,29
2025-06,Cocteles sin Alcohol,59.48,5
2025-06,Rollos Capeados,137.07,5
2025-06,Margaritas,73.28,2
2025-06,Refrescos,33.62,31
2025-06,Kids,102.59,7
2025-06,Arroz,128.45,65
2025-06,Cervezas,137.07,16
2025-06,Teppanyaki,289.66,6
2025-06,Tempuras,116.38,13
2025-06,PokeBowl,203.45,43
2025-06,Sashimi,361.21,2
2025-06,Limonadas,38.79,135
2025-06,Refrescos,42.24,27
2025-06,Jarras Limonada,107.76,2
2025-06,Tazones,180.17,8
2025-06,Refrescos,42.24,26
2025-06,Pastas,257.76,8
2025-06,Jarras Limonada,107.76,4
2025-06,Rollos Capeados,171.55,11
2025-06,Entradas,180.17,32
2025-06,Mojitos,64.66,2
2025-06,Vinos,90.52,2
2025-06,Jarras Limonada,107.76,7
2025-06,Refrescos,42.24,54
2025-06,Tazones,180.17,5
2025-06,Pastas,279.31,23
2025-06,Cervezas,137.07,26
2025-06,Rollos Capeados,171.55,3
2025-06,Nigiri,38.79,9
2025-06,PokeBowl,203.45,54
2025-06,Postres,112.93,12
2025-06,Rollos Capeados,171.55,3
2025-06,Tazones,197.41,7
2025-06,Vegano,111.21,3
2025-06,Pastas,257.76,10
2025-06,PokeBowl,203.45,60
2025-06,Pastas,231.90,8
2025-06,Sashimi,326.72,2
2025-06,Limonadas,38.79,75
2025-06,Tes Calientes o Frios,107.76,10
2025-06,Mojitos,64.66,1
2025-06,Temakis,107.76,4
2025-06,Rollos Naturales,236.21,151
2025-06,Limonadas,38.79,69
2025-06,Vinos,90.52,7
2025-06,Teppanyaki,231.90,12
2025-06,Tempuras,116.38,7
2025-06,Teppanyaki,289.66,5
2025-06,Nigiri,30.17,22
2025-06,Extras,43.10,132
2025-06,Nigiri,107.76,20
2025-06,Sopas,223.28,13
2025-06,Teppanyaki,289.66,7
2025-06,Rollos Naturales,236.21,77
2025-06,Nigiri,30.17,10
2025-06,Cocteles,90.52,9
2025-06,Tempuras,116.38,14
2025-06,Limonadas,38.79,163
2025-06,Temakis,73.28,3
2025-06,Temakis,73.28,1
2025-06,Mojitos,64.66,3
2025-06,Rollos Naturales,236.21,164
2025-06,Kids,90.52,8
2025-06,Rollos Horneados,197.41,29
2025-06,Temakis,107.76,3
2025-06,Rollos Capeados,171.55,4
2025-06,Arroz,128.45,27
2025-06,Vegano,138.79,3
2025-06,Extras,43.10,233
2025-06,Rollos Empanizados,181.90,34
2025-06,Ensaladas,128.45,1
2025-06,Martinis,47.41,8
2025-06,Cocteles,90.52,22
2025-06,Tes Calientes o Frios,33.62,4
2025-06,Sopas,223.28,5
2025-06,Cocteles sin Alcohol,59.48,3
2025-06,Rollos Empanizados,181.90,85
2025-06,Martinis,47.41,3
2025-06,Extras,21.55,135
2025-06,Cocteles,73.28,8
2025-06,Sopas,223.28,9
2025-06,Margaritas,73.28,1
2025-06,Rollos Horneados,193.10,35
2025-06,Vinos,73.28,1
2025-06,Sashimi,326.72,2
2025-06,Cocteles,90.52,18
2025-06,Martinis,47.41,1
2025-06,Postres,90.52,4
2025-06,Tes Calientes o Frios,33.62,9
2025-06,Digestivo,99.14,1
2025-06,Rollos Empanizados,181.90,42
2025-06,Pastas,223.28,10
2025-06,Tempuras,116.38,8
2025-06,Mojitos,64.66,6
2025-06,Vegano,138.79,1
2025-06,Tazones,197.41,8
2025-06,Sopas,206.03,5
2025-06,Tes Calientes o Frios,107.76,1
2025-06,Arroz,128.45,42
2025-06,Teppanyaki,171.55,1
2025-06,Rollos Empanizados,181.90,42
2025-06,Tazones,225.00,5
2025-06,Extras,43.10,170
2025-06,Jarras Limonada,107.76,3
2025-06,Rollos Naturales,236.21,168
2025-06,Rollos Naturales,246.55,146
2025-06,Limonadas,38.79,90
2025-06,Teppanyaki,231.90,5
2025-06,Tempuras,116.38,9
2025-06,Martinis,47.41,5
2025-06,PokeBowl,203.45,76
2025-06,Tes Calientes o Frios,33.62,13
2025-06,Tequila,99.14,1
2025-06,Teppanyaki,332.76,5
2025-06,Extras,43.10,235
2025-06,Nigiri,30.17,4
2025-06,Cocteles,90.52,9
2025-06,Teppanyaki,231.90,2
2025-06,Ensaladas,128.45,1
2025-06,Tempuras,116.38,6
2025-06,Extras,43.10,246
2025-06,Pastas,279.31,9
2025-06,Rollos Naturales,236.21,72
2025-06,Mojitos,64.66,9
2025-06,Sopas,223.28,5
2025-06,Tempuras,116.38,7
2025-06,Vinos,90.52,5
2025-06,Jarras Limonada,107.76,5
2025-06,Limonadas,38.79,57
2025-06,Arroz,128.45,33
2025-06,Kids,81.90,7
2025-06,Cocteles sin Alcohol,59.48,12
2025-06,Sopas,223.28,7
2025-06,Arroz,128.45,19
2025-06,Sopas,223.28,4
2025-06,Temakis,107.76,2
2025-06,Sopas,223.28,7
2025-06,Sashimi,326.72,1
2025-06,Martinis,47.41,2
2025-06,Ensaladas,223.28,1
2025-06,Nigiri,38.79,14
2025-06,Entradas,180.17,62
2025-06,Postres,112.93,7
2025-06,Rollos Capeados,137.07,3
2025-06,Margaritas,73.28,3
2025-06,Rollos Horneados,162.93,25
2025-06,Vegano,111.21,2
2025-06,Margaritas,73.28,2
2025-06,Rollos Capeados,137.07,2
2025-06,Rollos Empanizados,181.90,43
2025-06,Rollos Horneados,197.41,39
2025-06,Cervezas,38.79,25
2025-06,Refrescos,42.24,43
2025-06,Cocteles sin Alcohol,43.10,2
2025-06,Cervezas,137.07,31
2025-06,Cervezas,137.07,45
2025-06,Rollos Capeados,137.07,1
2025-06,Margaritas,73.28,4
